Category,Brand,Rating,Discount (%),Reviews Count,Price (USD)
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
4,18,-1.2375090336613506,-0.39266900780691727,0.11596174260740379,112.85
9,17,1.2628432740876934,1.2813660032714222,0.07367473628051287,2359.26
9,17,1.2628432740876934,1.2813660032714222,0.07367473628051287,2359.26
9,17,1.2628432740876934,1.2813660032714222,0.07367473628051287,2359.26
